track_title,word,artist
The Brilliant Dance,painful,dashboard
The Brilliant Dance,buried,dashboard
The Brilliant Dance,empty,dashboard
The Brilliant Dance,loss,dashboard
Screaming Infidelities,missing,dashboard
Screaming Infidelities,avoiding,dashboard
Screaming Infidelities,beast,dashboard
Screaming Infidelities,screaming,dashboard
The Best Deceptions,feeling,dashboard
The Best Deceptions,blood,dashboard
This Ruined Puzzle,ruined,dashboard
This Ruined Puzzle,concerned,dashboard
This Ruined Puzzle,coffin,dashboard
This Ruined Puzzle,buried,dashboard
This Ruined Puzzle,die,dashboard
This Ruined Puzzle,sigh,dashboard
Saints and Sailors,feeling,dashboard
Saints and Sailors,wound,dashboard
Saints and Sailors,awful,dashboard
Saints and Sailors,broken,dashboard
Saints and Sailors,curse,dashboard
The Good Fight,martyr,dashboard
The Good Fight,meaningless,dashboard
The Good Fight,died,dashboard
The Good Fight,rebellion,dashboard
The Good Fight,die,dashboard
The Good Fight,lie,dashboard
The Good Fight,fight,dashboard
Again I Go Unnoticed,feeling,dashboard
Again I Go Unnoticed,empty,dashboard
Again I Go Unnoticed,bear,dashboard
The Places You Have Come to Fear the Most,buried,dashboard
The Places You Have Come to Fear the Most,grave,dashboard
The Places You Have Come to Fear the Most,leave,dashboard
The Places You Have Come to Fear the Most,flee,dashboard
The Places You Have Come to Fear the Most,loneliness,dashboard
This Bitter Pill,choke,dashboard
This Bitter Pill,die,dashboard
This Bitter Pill,awful,dashboard
This Bitter Pill,feeling,dashboard
This Bitter Pill,despair,dashboard
Planet Telex,broken,radiohead
The Bends,falling,radiohead
The Bends,blood,radiohead
The Bends,pain,radiohead
The Bends,scared,radiohead
The Bends,sinking,radiohead
High and Dry,kill,radiohead
High and Dry,broke,radiohead
High and Dry,leave,radiohead
High and Dry,fall,radiohead
High and Dry,hate,radiohead
High and Dry,screaming,radiohead
Fake Plastic Trees,broken,radiohead
Fake Plastic Trees,cracked,radiohead
Fake Plastic Trees,surgery,radiohead
Fake Plastic Trees,feeling,radiohead
Bones,crippled,radiohead
Bones,cracked,radiohead
Bones,feeling,radiohead
Bones,missing,radiohead
Just,hanging,radiohead
Just,sympathy,radiohead
Just,hell,radiohead
My Iron Lung,hell,radiohead
My Iron Lung,pain,radiohead
My Iron Lung,fall,radiohead
My Iron Lung,losing,radiohead
My Iron Lung,waste,radiohead
My Iron Lung,frightened,radiohead
Bullet Proof ... I Wish I Was,stab,radiohead
Bullet Proof ... I Wish I Was,shot,radiohead
Black Star,falling,radiohead
Black Star,killing,radiohead
Sulk,bawl,radiohead
Sulk,fall,radiohead
Street Spirit (Fade Out),feeling,radiohead
Street Spirit (Fade Out),blue,radiohead
Street Spirit (Fade Out),cracked,radiohead
Street Spirit (Fade Out),death,radiohead
Street Spirit (Fade Out),scream,radiohead
Street Spirit (Fade Out),fight,radiohead
Introduction (instructions),aggressive,xxxtentacion
Introduction (instructions),feeling,xxxtentacion
Introduction (instructions),insanity,xxxtentacion
"ALONE, PART 3",hate,xxxtentacion
Moonlight,trippin,xxxtentacion
Moonlight,bad,xxxtentacion
Moonlight,feeling,xxxtentacion
SAD!,afraid,xxxtentacion
SAD!,suicide,xxxtentacion
SAD!,sad,xxxtentacion
SAD!,lonely,xxxtentacion
SAD!,broken,xxxtentacion
SAD!,contentious,xxxtentacion
SAD!,weep,xxxtentacion
SAD!,lost,xxxtentacion
SAD!,torture,xxxtentacion
SAD!,hate,xxxtentacion
SAD!,leave,xxxtentacion
​the remedy for a broken heart (why am I so in love),hate,xxxtentacion
​the remedy for a broken heart (why am I so in love),feelin,xxxtentacion
​the remedy for a broken heart (why am I so in love),fallin,xxxtentacion
Floor 555,feelin,xxxtentacion
Floor 555,shoot,xxxtentacion
Floor 555,die,xxxtentacion
Floor 555,trippin,xxxtentacion
Floor 555,coffin,xxxtentacion
Floor 555,rip,xxxtentacion
Floor 555,leave,xxxtentacion
NUMB,pain,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),gonorrhea,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),feeling,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),razor,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),bang,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),bomb,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),pressure,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),debt,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),murder,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),desert,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),wan,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),pain,xxxtentacion
​infinity (888) (Ft. Joey Bada$$),insane,xxxtentacion
​going down!,feeling,xxxtentacion
​going down!,cancer,xxxtentacion
Pain = BESTFRIEND (Ft. Travis Barker),lost,xxxtentacion
Pain = BESTFRIEND (Ft. Travis Barker),regret,xxxtentacion
Pain = BESTFRIEND (Ft. Travis Barker),feeling,xxxtentacion
Pain = BESTFRIEND (Ft. Travis Barker),cry,xxxtentacion
Pain = BESTFRIEND (Ft. Travis Barker),pain,xxxtentacion
$$$ (Ft. MATT OX),blue,xxxtentacion
$$$ (Ft. MATT OX),doomed,xxxtentacion
$$$ (Ft. MATT OX),trippin,xxxtentacion
SMASH! (Ft. PnB Rock),smash,xxxtentacion
SMASH! (Ft. PnB Rock),lie,xxxtentacion
SMASH! (Ft. PnB Rock),cried,xxxtentacion
SMASH! (Ft. PnB Rock),feeling,xxxtentacion
SMASH! (Ft. PnB Rock),pain,xxxtentacion
SMASH! (Ft. PnB Rock),insane,xxxtentacion
"I don't even speak spanish lol (Ft. Carlos Andrez, Judah & Rio Santana)",feeling,xxxtentacion
"I don't even speak spanish lol (Ft. Carlos Andrez, Judah & Rio Santana)",moan,xxxtentacion
​changes (Ft. PnB Rock),damage,xxxtentacion
​changes (Ft. PnB Rock),feeling,xxxtentacion
Hope,lost,xxxtentacion
Hope,shooting,xxxtentacion
Hope,cryin,xxxtentacion
Hope,kill,xxxtentacion
Hope,die,xxxtentacion
Hope,riot,xxxtentacion
Hope,feelin,xxxtentacion
Hope,hate,xxxtentacion
Hope,misery,xxxtentacion
​schizophrenia,mad,xxxtentacion
​schizophrenia,fight,xxxtentacion
Two®,lie,liluzivert
444+222,yell,liluzivert
444+222,fight,liluzivert
444+222,leave,liluzivert
444+222,hate,liluzivert
Sauce It Up,feeling,liluzivert
Sauce It Up,flu,liluzivert
Sauce It Up,wan,liluzivert
Sauce It Up,hurt,liluzivert
Sauce It Up,swerve,liluzivert
Sauce It Up,bad,liluzivert
No Sleep Leak,broke,liluzivert
No Sleep Leak,blue,liluzivert
No Sleep Leak,lie,liluzivert
No Sleep Leak,struggle,liluzivert
No Sleep Leak,pain,liluzivert
No Sleep Leak,feeling,liluzivert
No Sleep Leak,crash,liluzivert
The Way Life Goes (Ft. Oh Wonder),rat,liluzivert
The Way Life Goes (Ft. Oh Wonder),insane,liluzivert
The Way Life Goes (Ft. Oh Wonder),death,liluzivert
The Way Life Goes (Ft. Oh Wonder),sad,liluzivert
The Way Life Goes (Ft. Oh Wonder),pain,liluzivert
The Way Life Goes (Ft. Oh Wonder),broke,liluzivert
For Real,leave,liluzivert
For Real,tear,liluzivert
For Real,steal,liluzivert
Feelings Mutual,feeling,liluzivert
Feelings Mutual,hurt,liluzivert
Feelings Mutual,pain,liluzivert
Feelings Mutual,curse,liluzivert
Feelings Mutual,hearse,liluzivert
Feelings Mutual,swerve,liluzivert
Feelings Mutual,hurtin,liluzivert
Feelings Mutual,worried,liluzivert
Feelings Mutual,hate,liluzivert
Feelings Mutual,bad,liluzivert
Feelings Mutual,murder,liluzivert
Neon Guts (Ft. Pharrell Williams),alien,liluzivert
Neon Guts (Ft. Pharrell Williams),shooter,liluzivert
Neon Guts (Ft. Pharrell Williams),moody,liluzivert
Neon Guts (Ft. Pharrell Williams),bad,liluzivert
Neon Guts (Ft. Pharrell Williams),blue,liluzivert
Neon Guts (Ft. Pharrell Williams),kill,liluzivert
Neon Guts (Ft. Pharrell Williams),witch,liluzivert
Neon Guts (Ft. Pharrell Williams),dark,liluzivert
Neon Guts (Ft. Pharrell Williams),sick,liluzivert
Neon Guts (Ft. Pharrell Williams),lightning,liluzivert
Neon Guts (Ft. Pharrell Williams),devil,liluzivert
Early 20 Rager,feeling,liluzivert
Early 20 Rager,mafia,liluzivert
UnFazed (Ft. The Weeknd),bad,liluzivert
UnFazed (Ft. The Weeknd),disappear,liluzivert
UnFazed (Ft. The Weeknd),losin,liluzivert
UnFazed (Ft. The Weeknd),mad,liluzivert
Pretty Mami,stunned,liluzivert
Pretty Mami,hate,liluzivert
Pretty Mami,bad,liluzivert
Pretty Mami,leave,liluzivert
Pretty Mami,relapse,liluzivert
Pretty Mami,broke,liluzivert
How to Talk,fall,liluzivert
How to Talk,evil,liluzivert
How to Talk,worried,liluzivert
How to Talk,die,liluzivert
How to Talk,mad,liluzivert
How to Talk,flood,liluzivert
X,thug,liluzivert
X,stress,liluzivert
X,wrecked,liluzivert
X,feeling,liluzivert
X,hurt,liluzivert
X,scared,liluzivert
X,lose,liluzivert
X,mistake,liluzivert
Malfunction,die,liluzivert
Malfunction,miss,liluzivert
Malfunction,hurt,liluzivert
Malfunction,broke,liluzivert
Malfunction,lowest,liluzivert
Malfunction,lose,liluzivert
Malfunction,shoot,liluzivert
Malfunction,death,liluzivert
Malfunction,reject,liluzivert
Dark Queen,lose,liluzivert
Dark Queen,hurt,liluzivert
Dark Queen,worse,liluzivert
Dark Queen,shootin,liluzivert
XO TOUR Llif3,fallin,liluzivert
XO TOUR Llif3,cry,liluzivert
XO TOUR Llif3,afraid,liluzivert
XO TOUR Llif3,die,liluzivert
XO TOUR Llif3,death,liluzivert
XO TOUR Llif3,phantom,liluzivert
XO TOUR Llif3,mad,liluzivert
XO TOUR Llif3,tear,liluzivert
XO TOUR Llif3,leave,liluzivert
XO TOUR Llif3,insane,liluzivert
XO TOUR Llif3,pain,liluzivert
XO TOUR Llif3,feeling,liluzivert
XO TOUR Llif3,beg,liluzivert
Skir Skirr,bad,liluzivert
Skir Skirr,worse,liluzivert
Skir Skirr,swerve,liluzivert
Skir Skirr,tear,liluzivert
Skir Skirr,missing,liluzivert
Skir Skirr,hearse,liluzivert
Skir Skirr,shoot,liluzivert
Loaded,lost,liluzivert
Diamonds All On My Wrist,flood,liluzivert
Diamonds All On My Wrist,blood,liluzivert
Diamonds All On My Wrist,war,liluzivert
Diamonds All On My Wrist,fuss,liluzivert
Diamonds All On My Wrist,hate,liluzivert
20 Min,slaughter,liluzivert
20 Min,mad,liluzivert
20 Min,leave,liluzivert
20 Min,gun,liluzivert
20 Min,targetin,liluzivert
20 Min,emergency,liluzivert
20 Min,urgency,liluzivert
All Girls Are the Same,broke,juicewrld
All Girls Are the Same,sorrow,juicewrld
All Girls Are the Same,jealousy,juicewrld
All Girls Are the Same,agony,juicewrld
All Girls Are the Same,feeling,juicewrld
All Girls Are the Same,devil,juicewrld
All Girls Are the Same,insane,juicewrld
All Girls Are the Same,drown,juicewrld
All Girls Are the Same,losin,juicewrld
All Girls Are the Same,trippin,juicewrld
All Girls Are the Same,wastin,juicewrld
All Girls Are the Same,dyin,juicewrld
Lucid Dreams,hate,juicewrld
Lucid Dreams,falling,juicewrld
Lucid Dreams,grave,juicewrld
Lucid Dreams,death,juicewrld
Lucid Dreams,feeling,juicewrld
Lucid Dreams,leave,juicewrld
Lucid Dreams,evil,juicewrld
Lucid Dreams,ache,juicewrld
Lean Wit Me,devil,juicewrld
Lean Wit Me,die,juicewrld
Lean Wit Me,bad,juicewrld
Lean Wit Me,hate,juicewrld
Lean Wit Me,feeling,juicewrld
Wasted (Ft. Lil Uzi Vert),feeling,juicewrld
Wasted (Ft. Lil Uzi Vert),waste,juicewrld
Wasted (Ft. Lil Uzi Vert),demonic,juicewrld
Wasted (Ft. Lil Uzi Vert),chronic,juicewrld
Wasted (Ft. Lil Uzi Vert),omen,juicewrld
Wasted (Ft. Lil Uzi Vert),funeral,juicewrld
Wasted (Ft. Lil Uzi Vert),bum,juicewrld
Wasted (Ft. Lil Uzi Vert),blue,juicewrld
Wasted (Ft. Lil Uzi Vert),hate,juicewrld
I'm Still,depression,juicewrld
I'm Still,broken,juicewrld
I'm Still,hidin,juicewrld
I'm Still,feeling,juicewrld
I'm Still,fell,juicewrld
I'm Still,buried,juicewrld
I'm Still,tomb,juicewrld
I'm Still,doom,juicewrld
I'm Still,lost,juicewrld
I'm Still,lose,juicewrld
Candles,insecure,juicewrld
Candles,hell,juicewrld
Candles,leave,juicewrld
Candles,kill,juicewrld
Candles,hate,juicewrld
Candles,devil,juicewrld
Candles,heartbreaking,juicewrld
Candles,pain,juicewrld
Candles,feeling,juicewrld
Candles,screaming,juicewrld
Candles,bad,juicewrld
Candles,crash,juicewrld
Scared of Love,scared,juicewrld
Scared of Love,grave,juicewrld
Scared of Love,feelin,juicewrld
Scared of Love,upset,juicewrld
Scared of Love,stressed,juicewrld
Scared of Love,hurt,juicewrld
Scared of Love,hell,juicewrld
Scared of Love,coffin,juicewrld
Scared of Love,death,juicewrld
Used To,hurt,juicewrld
Used To,bad,juicewrld
Used To,abuse,juicewrld
Used To,sorrow,juicewrld
Used To,bury,juicewrld
Used To,die,juicewrld
Used To,regret,juicewrld
Hurt Me,crash,juicewrld
Hurt Me,hurt,juicewrld
Hurt Me,worried,juicewrld
Hurt Me,screaming,juicewrld
Hurt Me,bad,juicewrld
Black & White,hell,juicewrld
Black & White,hurt,juicewrld
Black & White,feeling,juicewrld
Black & White,surgery,juicewrld
Black & White,lion,juicewrld
Long Gone,leave,juicewrld
Long Gone,miss,juicewrld
Long Gone,sorrow,juicewrld
Long Gone,sadness,juicewrld
Long Gone,depressing,juicewrld
Long Gone,heartbreak,juicewrld
Long Gone,devil,juicewrld
Long Gone,failing,juicewrld
Long Gone,bad,juicewrld
Long Gone,feeling,juicewrld
Long Gone,helpless,juicewrld
Long Gone,scared,juicewrld
Long Gone,fall,juicewrld
Long Gone,lonely,juicewrld
End of the Road,suicidal,juicewrld
End of the Road,coma,juicewrld
End of the Road,lonely,juicewrld
End of the Road,rob,juicewrld
End of the Road,shootin,juicewrld
End of the Road,losing,juicewrld
End of the Road,coffin,juicewrld
I'll Be Fine,die,juicewrld
I'll Be Fine,killing,juicewrld
I'll Be Fine,worry,juicewrld
I'll Be Fine,mob,juicewrld
I'll Be Fine,drown,juicewrld
I'll Be Fine,blood,juicewrld
Benz Truck (Гелик),hate,lilpeep
Save That Shit,sick,lilpeep
Save That Shit,sad,lilpeep
Save That Shit,scared,lilpeep
Save That Shit,lonely,lilpeep
Awful Things (Ft. Tracy),awful,lilpeep
Awful Things (Ft. Tracy),fall,lilpeep
Awful Things (Ft. Tracy),scream,lilpeep
U Said,pain,lilpeep
U Said,hate,lilpeep
U Said,feeling,lilpeep
U Said,abuse,lilpeep
U Said,blood,lilpeep
Better Off (Dying),hidin,lilpeep
Better Off (Dying),cry,lilpeep
Better Off (Dying),dying,lilpeep
Better Off (Dying),dyin,lilpeep
​The Brightside,haunt,lilpeep
​The Brightside,die,lilpeep
Problems,devil,lilpeep
Problems,revolver,lilpeep
Problems,lose,lilpeep
Paranoid,anxiety,postmalone
Paranoid,paranoid,postmalone
Paranoid,feeling,postmalone
Paranoid,broke,postmalone
Paranoid,die,postmalone
Paranoid,escape,postmalone
Paranoid,killin,postmalone
Spoil My Night (Ft. Swae Lee),lost,postmalone
Rich & Sad,fiend,postmalone
Rich & Sad,vanished,postmalone
Zack and Codeine,feeling,postmalone
Zack and Codeine,leave,postmalone
Zack and Codeine,ragin,postmalone
Takin' Shots,losin,postmalone
​​rockstar (Ft. 21 Savage),feeling,postmalone
​​rockstar (Ft. 21 Savage),fire,postmalone
​​rockstar (Ft. 21 Savage),leave,postmalone
​​rockstar (Ft. 21 Savage),feelin,postmalone
​​rockstar (Ft. 21 Savage),bad,postmalone
​​rockstar (Ft. 21 Savage),screamin,postmalone
​​rockstar (Ft. 21 Savage),smash,postmalone
Over Now,leave,postmalone
Over Now,apologize,postmalone
Over Now,offended,postmalone
Over Now,ghost,postmalone
Over Now,death,postmalone
Over Now,crazy,postmalone
Psycho (Ft. Ty Dolla $ign),bad,postmalone
Better Now,broken,postmalone
Ball For Me (Ft. Nicki Minaj),bad,postmalone
Ball For Me (Ft. Nicki Minaj),fall,postmalone
Ball For Me (Ft. Nicki Minaj),jaws,postmalone
Ball For Me (Ft. Nicki Minaj),mad,postmalone
Otherside,feeling,postmalone
Otherside,hell,postmalone
Otherside,hurt,postmalone
Otherside,death,postmalone
Otherside,lost,postmalone
Otherside,nightmares,postmalone
Otherside,losin,postmalone
Otherside,losing,postmalone
Stay,misery,postmalone
Stay,hell,postmalone
Stay,lose,postmalone
Stay,pain,postmalone
Blame It On Me,drown,postmalone
Blame It On Me,hurricanes,postmalone
Blame It On Me,pain,postmalone
Blame It On Me,fault,postmalone
Blame It On Me,lost,postmalone
Blame It On Me,impossible,postmalone
Blame It On Me,death,postmalone
Same Bitches (Ft. G-Eazy & YG),broken,postmalone
Same Bitches (Ft. G-Eazy & YG),devil,postmalone
Same Bitches (Ft. G-Eazy & YG),beast,postmalone
Jonestown (Interlude),suicide,postmalone
92 Explorer,lockup,postmalone
92 Explorer,broke,postmalone
92 Explorer,lost,postmalone
Candy Paint,crazy,postmalone
Candy Paint,war,postmalone
Candy Paint,suicide,postmalone
Candy Paint,vanished,postmalone
Sugar Wraith,die,postmalone
Sugar Wraith,sucks,postmalone
Sugar Wraith,feeling,postmalone
Sugar Wraith,broke,postmalone
Sugar Wraith,fiend,postmalone
Sugar Wraith,mad,postmalone
Sugar Wraith,lawyer,postmalone
Sugar Wraith,feelin,postmalone
Survival,disorder,drake
Survival,broken,drake
Survival,possession,drake
Survival,bad,drake
Survival,fell,drake
Survival,die,drake
Survival,death,drake
Survival,dark,drake
Survival,feelin,drake
Nonstop,scared,drake
Nonstop,dark,drake
Nonstop,unforgivin,drake
Nonstop,grave,drake
Nonstop,mournin,drake
Nonstop,crazy,drake
Nonstop,offense,drake
Nonstop,revenge,drake
Elevate,lonely,drake
Elevate,contagious,drake
Emotionless,feeling,drake
Emotionless,bad,drake
Emotionless,worse,drake
Emotionless,rip,drake
Emotionless,missin,drake
Emotionless,afraid,drake
Emotionless,pain,drake
Emotionless,complain,drake
Emotionless,cryin,drake
Emotionless,leave,drake
Emotionless,hidin,drake
Emotionless,empty,drake
Emotionless,exhausted,drake
God's Plan,struggle,drake
God's Plan,die,drake
God's Plan,miss,drake
God's Plan,feeling,drake
God's Plan,bad,drake
I'm Upset,dyin,drake
I'm Upset,upset,drake
I'm Upset,offended,drake
I'm Upset,blood,drake
I'm Upset,possessed,drake
I'm Upset,shoot,drake
I'm Upset,shootin,drake
I'm Upset,death,drake
I'm Upset,feeling,drake
I'm Upset,waste,drake
I'm Upset,hate,drake
8 Out of 10,kill,drake
8 Out of 10,goodbye,drake
8 Out of 10,miss,drake
8 Out of 10,mad,drake
8 Out of 10,leave,drake
Mob Ties,sick,drake
Mob Ties,mob,drake
Mob Ties,coffin,drake
Can't Take a Joke,blast,drake
Can't Take a Joke,feeling,drake
Can't Take a Joke,skid,drake
Can't Take a Joke,killin,drake
Can't Take a Joke,accident,drake
Sandra's Rose,steal,drake
Sandra's Rose,feeling,drake
Sandra's Rose,scared,drake
Sandra's Rose,shoot,drake
Sandra's Rose,casket,drake
Sandra's Rose,prison,drake
Sandra's Rose,miss,drake
Sandra's Rose,hell,drake
Sandra's Rose,crime,drake
Sandra's Rose,spoiler,drake
Sandra's Rose,tragic,drake
Sandra's Rose,bury,drake
Talk Up (Ft. JAY-Z),trippin,drake
Talk Up (Ft. JAY-Z),fell,drake
Talk Up (Ft. JAY-Z),lost,drake
Is There More,cryin,drake
Is There More,hell,drake
Is There More,lose,drake
Is There More,doubt,drake
Is There More,bad,drake
Is There More,feeling,drake
Is There More,die,drake
Is There More,missin,drake
Is There More,feelin,drake
Is There More,shot,drake
Peak,missin,drake
Summer Games,wastin,drake
Summer Games,lie,drake
Jaded,hurt,drake
Jaded,leave,drake
Jaded,hurting,drake
Jaded,dangerous,drake
Jaded,shameful,drake
Jaded,crazy,drake
Nice for What,cry,drake
Nice for What,die,drake
Nice for What,bad,drake
Nice for What,stressin,drake
Nice for What,dark,drake
Nice for What,mad,drake
Nice for What,breakdown,drake
Finesse,lie,drake
Ratchet Happy Birthday,feeling,drake
Ratchet Happy Birthday,emptiness,drake
Ratchet Happy Birthday,miss,drake
That's How You Feel,die,drake
That's How You Feel,miss,drake
That's How You Feel,feeling,drake
That's How You Feel,broken,drake
Blue Tint,hate,drake
Blue Tint,fight,drake
Blue Tint,blue,drake
In My Feelings,leave,drake
In My Feelings,feeling,drake
In My Feelings,kill,drake
In My Feelings,bad,drake
In My Feelings,miss,drake
Don't Matter to Me by Drake & Michael Jackson,feeling,drake
Don't Matter to Me by Drake & Michael Jackson,jeopardize,drake
Don't Matter to Me by Drake & Michael Jackson,stressin,drake
Don't Matter to Me by Drake & Michael Jackson,broke,drake
After Dark (Ft. Static Major & Ty Dolla $ign),dark,drake
After Dark (Ft. Static Major & Ty Dolla $ign),missin,drake
After Dark (Ft. Static Major & Ty Dolla $ign),broke,drake
After Dark (Ft. Static Major & Ty Dolla $ign),bad,drake
After Dark (Ft. Static Major & Ty Dolla $ign),lie,drake
After Dark (Ft. Static Major & Ty Dolla $ign),ghost,drake
After Dark (Ft. Static Major & Ty Dolla $ign),khan,drake
Final Fantasy,attack,drake
Final Fantasy,nasty,drake
Final Fantasy,evil,drake
Final Fantasy,apocalypse,drake
March 14,crazy,drake
March 14,hate,drake
March 14,worry,drake
March 14,death,drake
March 14,empty,drake
March 14,cuttin,drake
March 14,feelin,drake
